Clicked At,Replied At,Data Entered At,Attachment Opened At,Macro Enabled At,QR Code Scanned At,Opened At,Reported,Scheduled,Delivered At,Job Title,Division,Browser,Browser Version,Operating System,Email Template,Current PPP,Risk Score,Department,
,,,,,,,,5/15/24 18:14,5/15/24 18:15,Student,,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Biology
,,,,,,5/14/24 22:25,,5/14/24 13:06,5/14/24 13:06,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Biology
,,,,,,,,5/15/24 12:39,5/15/24 12:39,Student,,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Biology
,,,,,,,,5/15/24 13:31,5/15/24 13:31,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Biology
,,,,,,,,5/14/24 18:15,5/14/24 18:15,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Biology
,,,,,,,,5/15/24 19:39,5/15/24 19:39,Student,,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Biology
,,,,,,,,5/13/24 20:24,5/13/24 20:24,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Biology
,,,,,,,,5/13/24 20:11,5/13/24 20:11,Student,,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.125,46.0773,en,Biology
,,,,,,,,5/15/24 17:44,5/15/24 17:44,Student,,,,,Countdown Timer: You've only got three minutes (Link),0,46.0773,en,Biology
,,,,,,,,5/15/24 19:27,5/15/24 19:28,Student,,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Biology
,,,,,,,,5/15/24 17:04,5/15/24 17:04,Student,,,,,Hello All Cat Lovers!!!!! (Link),0.125,46.0773,en,Biology
,,,,,,,,5/15/24 13:26,5/15/24 13:26,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Biology
,,,,,,5/17/24 11:34,,5/15/24 17:16,5/15/24 17:16,Student,,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Biology
,,,,,,,,5/15/24 13:09,5/15/24 13:09,Student,,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Biology
,,,,,,,,5/15/24 19:56,5/15/24 19:56,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Biology
,,,,,,,,2/15/24 21:39,2/15/24 21:39,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Business Administration
,,,,,,2/14/24 17:23,,2/14/24 17:15,2/14/24 17:22,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Work for Amazon Remotely (Link),0.0454545,46.0773,en,Business Administration
,,,,,,,,2/14/24 15:09,2/14/24 15:09,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 17:34,2/15/24 17:34,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 16:58,2/15/24 16:58,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 19:32,2/14/24 19:32,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Thank you for your purchase! (Link),0,46.0773,en,Business Administration
,,,,,,,,2/13/24 19:36,2/13/24 19:36,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 14:12,2/15/24 14:13,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Withdrawal is available (Link),0.0869565,46.0773,en,Business Administration
,,,,,,,,2/14/24 19:24,2/14/24 19:24,Student,EMP UNIFORM PROCUREMENT,,,,Instagram: Your video has been removed (Link),0.0555556,46.0773,en,Business Administration
,,,,,,,,2/14/24 15:22,2/14/24 15:22,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Recent Amazon AWS Outage (Link),0.0434783,46.0773,en,Business Administration
,,,,,,,,2/15/24 17:37,2/15/24 17:37,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 17:25,2/14/24 17:28,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 15:38,2/15/24 15:38,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 14:00,2/14/24 14:00,Student,Undergraduate-Readmitted Student-Northfield Campus-College of Liberal Arts,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0.0434783,46.0773,en,Business Administration
,,,,,,,,2/15/24 16:50,2/15/24 16:50,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Withdrawal is available (Link),0,46.0773,en,Business Administration
,,,,,,,,2/13/24 18:27,2/13/24 18:27,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 21:16,2/14/24 21:16,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 16:22,2/15/24 16:22,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 19:10,2/14/24 19:10,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Business Administration
2/14/24 21:28,,,,,,2/14/24 21:28,,2/14/24 13:18,2/14/24 13:18,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,Safari,17,ios,Hello All Cat Lovers!!!!! (Link),0.130435,46.0773,en,Business Administration
,,,,,,,,2/13/24 19:19,2/13/24 19:19,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 14:12,2/14/24 14:12,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Password Change (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 21:02,2/14/24 21:02,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 20:36,2/15/24 20:36,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 17:11,2/15/24 17:11,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.0434783,46.0773,en,Business Administration
,,,,,,2/16/24 23:51,2/16/24 23:52,2/14/24 14:16,2/14/24 14:17,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Facebook: Password Change (Link),0,46.0773,en,Business Administration
,,,,,,2/15/24 13:44,,2/15/24 13:03,2/15/24 13:03,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0.0869565,46.0773,en,Business Administration
,,,,,,2/19/24 17:28,,2/15/24 15:57,2/15/24 15:57,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 14:09,2/14/24 14:09,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 17:14,2/14/24 17:19,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 13:40,2/14/24 13:40,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 13:44,2/14/24 13:44,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,2/13/24 19:27,2/13/24 19:27,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 17:59,2/15/24 17:59,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,My Retirement Investments Statement (Link),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 21:21,2/15/24 21:21,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 21:41,2/14/24 21:41,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 19:00,2/15/24 19:00,Student,,,,,Hello All Cat Lovers!!!!! (Link),0.125,46.0773,en,Business Administration
,,,,,,,,2/14/24 20:50,2/14/24 20:51,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Business Administration
,,,,,,2/15/24 23:48,,2/15/24 20:52,2/15/24 20:52,Student,,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 16:29,2/14/24 16:46,Student,,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,2/13/24 19:01,2/13/24 19:01,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 17:11,2/14/24 17:19,Student,,,,,Withdrawal is available (Link),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 19:58,2/15/24 19:58,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 18:19,2/14/24 18:23,Student,,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Business Administration
,,,,,,,,2/15/24 19:21,2/15/24 19:21,Student,,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 13:20,2/14/24 13:21,Student,,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Business Administration
,,,,,,,,2/14/24 20:26,2/14/24 20:26,Student,,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 14:49,2/14/24 14:49,Student,,,,,My Retirement Investments Statement (Link),0.125,46.0773,en,Business Administration
,,,,,,2/13/24 17:47,,2/13/24 17:31,2/13/24 17:43,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0.125,46.0773,en,Business Administration
,,,,,,,,2/13/24 19:36,2/13/24 19:36,Student,,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Business Administration
,,,,,,,,2/15/24 13:45,2/15/24 13:45,Student,,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Business Administration
,,,,,,2/15/24 18:26,,2/15/24 17:06,2/15/24 17:06,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0.25,46.0773,en,Business Administration
,,,,,,,,2/14/24 17:18,2/14/24 17:25,Student,,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Business Administration
,,,,,,,,2/13/24 18:52,2/13/24 18:52,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Business Administration
,,,,,,2/14/24 3:50,,2/13/24 21:42,2/13/24 21:42,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Business Administration
,,,,,,,,2/14/24 15:21,2/14/24 15:21,Student,,,,,Amazon: A thank you gift from Jeff Bezos (Link),0,46.0773,en,Business Administration
,,,,,,,,2/13/24 18:19,2/13/24 18:19,Student,,,,,Amazon: A thank you gift from Jeff Bezos (Link),0,46.0773,en,Business Administration
,,,,,,,,2/13/24 20:28,2/13/24 20:28,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 19:54,3/13/24 19:54,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,My Retirement Investments Statement (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 17:30,3/15/24 17:30,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0.0454545,46.0773,en,Business Administration
,,,,,,,,3/14/24 15:43,3/14/24 15:43,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 16:57,3/14/24 16:57,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 17:45,3/13/24 17:45,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 20:12,3/13/24 20:12,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 14:13,3/15/24 14:13,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 12:14,3/14/24 12:14,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 15:44,3/15/24 15:44,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,X: You got paid! (PDF Attachment),0.0869565,46.0773,en,Business Administration
,,,,,,,,3/15/24 20:49,3/15/24 20:49,Student,EMP UNIFORM PROCUREMENT,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0.0555556,46.0773,en,Business Administration
,,,,,,,,3/13/24 20:25,3/13/24 20:25,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0.0434783,46.0773,en,Business Administration
,,,,,,,,3/13/24 19:07,3/13/24 19:07,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 12:16,3/15/24 12:16,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 15:44,3/15/24 15:44,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,3/15/24 17:54,,3/15/24 13:51,3/15/24 13:51,Student,Undergraduate-Readmitted Student-Northfield Campus-College of Liberal Arts,,,,Steam: Malware Alert (Link),0.0434783,46.0773,en,Business Administration
,,,,,,,,3/15/24 14:18,3/15/24 14:18,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 16:52,3/15/24 16:52,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 13:45,3/14/24 13:45,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 20:51,3/15/24 20:51,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 19:18,3/13/24 19:18,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Password Change (Link),0,46.0773,en,Business Administration
,,,,,,3/15/24 18:51,,3/15/24 18:35,3/15/24 18:35,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Instagram: Your video has been removed (Link),0.130435,46.0773,en,Business Administration
,,,,,,,,3/15/24 18:18,3/15/24 18:18,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Thank you for your purchase! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 14:37,3/15/24 14:37,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 13:31,3/14/24 13:31,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 20:06,3/14/24 20:06,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 13:27,3/14/24 13:27,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0.0434783,46.0773,en,Business Administration
,,,,,,3/14/24 18:59,,3/14/24 18:58,3/14/24 18:58,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Business Administration
,,,,,,3/15/24 18:26,,3/15/24 18:01,3/15/24 18:01,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: A thank you gift from Jeff Bezos (Link),0,46.0773,en,Business Administration
,,,,,,3/15/24 16:15,,3/15/24 15:33,3/15/24 15:33,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0.0869565,46.0773,en,Business Administration
,,,,,,,,3/14/24 14:00,3/14/24 14:00,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Business Administration
,,,,,,3/15/24 17:50,,3/15/24 14:52,3/15/24 14:52,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,My Retirement Investments Statement (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 20:19,3/15/24 20:19,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Business Administration
,,,,,,3/14/24 17:54,,3/14/24 17:13,3/14/24 17:13,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 14:06,3/14/24 14:06,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Countdown Timer: You've only got three minutes (Link),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 18:20,3/13/24 18:20,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 18:40,3/13/24 18:40,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 15:30,3/15/24 15:30,Student,,,,,Withdrawal is available (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 13:44,3/15/24 13:44,Student,,,,,Facebook: Password Change (Link),0.125,46.0773,en,Business Administration
,,,,,,,,3/14/24 20:48,3/14/24 20:48,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Business Administration
,,,,,,3/15/24 0:43,,3/14/24 12:33,3/14/24 12:33,Student,,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 12:17,3/14/24 12:17,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 15:19,3/15/24 15:19,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 18:35,3/13/24 18:35,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 17:37,3/13/24 17:37,Student,,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 17:27,3/14/24 17:27,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 12:17,3/14/24 12:17,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 14:49,3/14/24 14:49,Student,,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 16:46,3/15/24 16:46,Student,,,,,Withdrawal is available (Link),0,46.0773,en,Business Administration
3/14/24 20:57,,,,,,3/14/24 20:57,,3/13/24 18:31,3/13/24 18:31,Student,,Chrome,122,windows,Zelle: We declined your last transaction (Link),0.125,46.0773,en,Business Administration
,,,,,,3/15/24 13:14,,3/15/24 13:14,3/15/24 13:14,Student,,,,,Countdown Timer: You've only got three minutes (Link),0.125,46.0773,en,Business Administration
,,,,,,,,3/15/24 17:42,3/15/24 17:42,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Business Administration
,,,,,,,,3/15/24 13:46,3/15/24 13:46,Student,,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Business Administration
3/14/24 18:55,,,,,,3/14/24 18:28,,3/14/24 17:49,3/14/24 17:49,Student,,Firefox,123,mac,Instagram: Your video has been removed (Link),0.25,46.0773,en,Business Administration
,,,,,,,,3/15/24 13:33,3/15/24 13:33,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,3/14/24 3:07,,3/13/24 19:15,3/13/24 19:15,Student,,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 16:31,3/14/24 16:31,Student,,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 20:04,3/13/24 20:04,Student,,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 19:01,3/13/24 19:01,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Business Administration
,,,,,,,,3/13/24 19:51,3/13/24 19:51,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,3/14/24 16:48,3/14/24 16:48,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Business Administration
,,,,,,,,4/16/24 15:49,4/16/24 15:49,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 18:48,4/17/24 18:48,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.0454545,46.0773,en,Business Administration
,,,,,,,,4/15/24 14:21,4/15/24 14:21,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 17:10,4/17/24 17:10,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Business Administration
,,,,,,,,4/16/24 19:37,4/16/24 19:37,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,My Retirement Investments Statement (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 12:13,4/17/24 12:13,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 20:07,4/15/24 20:07,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 17:58,4/15/24 17:58,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Business Administration
,,,,,,4/17/24 14:59,,4/17/24 14:59,4/17/24 14:59,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0.0869565,46.0773,en,Business Administration
,,,,,,,,4/15/24 17:14,4/15/24 17:14,Student,EMP UNIFORM PROCUREMENT,,,,Steam: Malware Alert (Link),0.0555556,46.0773,en,Business Administration
,,,,,,,,4/17/24 12:36,4/17/24 12:36,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.0434783,46.0773,en,Business Administration
,,,,,,,,4/16/24 15:32,4/16/24 15:32,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 20:28,4/17/24 20:28,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 12:02,4/17/24 12:02,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Business Administration
