Clicked At,Replied At,Data Entered At,Attachment Opened At,Macro Enabled At,QR Code Scanned At,Opened At,Reported,Scheduled,Delivered At,Job Title,Division,Browser,Browser Version,Operating System,Email Template,Current PPP,Risk Score,Locale,Department
,,,,,,,,3/14/24 20:32,3/14/24 20:32,Student,,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,3/14/24 23:47,,3/14/24 18:19,3/14/24 18:19,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,3/14/24 13:03,3/14/24 13:03,Student,,,,,Withdrawal is available (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,3/14/24 20:08,3/14/24 20:08,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,3/14/24 19:24,3/14/24 19:24,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,3/15/24 22:35,,3/15/24 18:10,3/15/24 18:10,Student,,,,,Facebook: Your Horoscope is ready (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,3/15/24 14:04,3/15/24 14:05,Student,,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,3/15/24 15:18,,3/15/24 12:02,3/15/24 12:02,Student,,,,,My Retirement Investments Statement (Link),0.25,46.0773,en,Electrical and Computer Engrng
,,,,,,3/18/24 16:06,,3/15/24 19:28,3/15/24 19:28,Student,,,,,My Retirement Investments Statement (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/17/24 12:16,4/17/24 12:16,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,4/17/24 20:49,4/17/24 20:50,4/17/24 20:18,4/17/24 20:18,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Countdown Timer: You've only got three minutes (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
4/17/24 13:00,,,,,,4/17/24 13:34,,4/17/24 12:59,4/17/24 12:59,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,Safari,17,ios,Amazon: Work for Amazon Remotely (Link),0.217391,46.0773,en,Electrical and Computer Engrng
,,,,,,4/17/24 16:37,,4/17/24 16:36,4/17/24 16:36,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon: Recent Amazon AWS Outage (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,4/15/24 17:38,,4/15/24 17:17,4/15/24 17:17,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/17/24 12:46,4/17/24 12:46,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Hello All Cat Lovers!!!!! (Link),0.130435,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/16/24 12:12,4/16/24 12:12,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon Prime: Protect yourself from scammers (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,4/17/24 19:19,,4/17/24 18:44,4/17/24 18:44,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,4/15/24 12:50,,4/15/24 12:21,4/15/24 12:21,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/17/24 19:22,4/17/24 19:22,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0.0869565,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/16/24 17:08,4/16/24 17:08,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/16/24 13:02,4/16/24 13:02,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Facebook: Your Horoscope is ready (Link),0.130435,46.0773,en,Electrical and Computer Engrng
,,,,,,4/16/24 15:55,,4/16/24 15:55,4/16/24 15:55,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/16/24 12:52,4/16/24 12:52,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0.0869565,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/17/24 18:31,4/17/24 18:31,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.173913,46.0773,en,Electrical and Computer Engrng
,,,,,,4/17/24 15:56,,4/17/24 15:55,4/17/24 15:55,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Countdown Timer: You've only got three minutes (Link),0.0869565,46.0773,en,Electrical and Computer Engrng
,,,,,,4/16/24 19:54,4/16/24 19:54,4/16/24 19:54,4/16/24 19:54,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.0869565,46.0773,en,Electrical and Computer Engrng
,,,,,,4/17/24 14:32,,4/17/24 12:06,4/17/24 12:06,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Facebook: Password Change (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/16/24 18:07,4/16/24 18:07,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/15/24 20:13,4/15/24 20:14,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Facebook: Your Horoscope is ready (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/15/24 20:34,4/15/24 20:34,Student,,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Electrical and Computer Engrng
,,,,,,4/16/24 20:38,,4/16/24 20:06,4/16/24 20:06,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,4/15/24 18:42,,4/15/24 18:33,4/15/24 18:33,Student,,,,,Thank you for your purchase! (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/17/24 16:48,4/17/24 16:48,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/15/24 15:48,4/15/24 15:48,Student,,,,,Thank you for your purchase! (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,4/15/24 22:22,,4/15/24 18:01,4/15/24 18:01,Student,,,,,Apples: You recently requested a password reset for your Apples ID (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,4/15/24 19:55,4/15/24 19:55,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Electrical and Computer Engrng
,,,,,,4/17/24 12:18,,4/16/24 12:16,4/16/24 12:16,Student,,,,,X: You got paid! (PDF Attachment),0.25,46.0773,en,Electrical and Computer Engrng
,,,,,,4/16/24 21:14,,4/16/24 18:55,4/16/24 18:55,Student,,,,,Thank you for your purchase! (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/15/24 15:20,5/15/24 15:20,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon: Recent Amazon AWS Outage (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,5/13/24 17:46,5/13/24 17:46,5/13/24 17:45,5/13/24 17:45,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Terra: Let's go to the moon! (QR Code),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/15/24 17:06,5/15/24 17:06,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.217391,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/13/24 20:39,5/13/24 20:39,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/14/24 20:01,5/14/24 20:01,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/15/24 12:37,5/15/24 12:37,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Zelle: We declined your last transaction (Link),0.130435,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/15/24 13:22,5/15/24 13:22,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,5/15/24 17:08,,5/15/24 17:00,5/15/24 17:00,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,My Retirement Investments Statement (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/14/24 13:29,5/14/24 13:29,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Facebook: Password Change (Link),0.0434783,46.0773,en,Electrical and Computer Engrng
,,,,,,5/15/24 2:27,,5/14/24 19:08,5/14/24 19:09,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon: Work for Amazon Remotely (Link),0.0869565,46.0773,en,Electrical and Computer Engrng
,,,,,,5/16/24 1:06,,5/15/24 20:19,5/15/24 20:19,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.130435,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/15/24 19:05,5/15/24 19:05,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Electrical and Computer Engrng
,,,,,,5/15/24 13:21,,5/14/24 18:20,5/14/24 18:21,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,My Retirement Investments Statement (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,5/14/24 18:18,,5/14/24 18:13,5/14/24 18:13,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Amazon Prime: Protect yourself from scammers (Link),0.0869565,46.0773,en,Electrical and Computer Engrng
5/15/24 17:04,,,,,,5/15/24 17:04,,5/15/24 16:53,5/15/24 16:53,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,Safari,17,ios,Countdown Timer: You've only got three minutes (Link),0.0869565,46.0773,en,Electrical and Computer Engrng
,,,,,,5/15/24 1:33,,5/14/24 20:09,5/14/24 20:09,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.173913,46.0773,en,Electrical and Computer Engrng
,,,,,,5/15/24 19:42,5/15/24 19:42,5/15/24 12:29,5/15/24 12:29,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Instagram: Your video has been removed (Link),0.0869565,46.0773,en,Electrical and Computer Engrng
5/15/24 16:58,,,,,,5/15/24 17:19,,5/15/24 16:49,5/15/24 16:49,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,Microsoft Edge,124,mac,Apples: You recently requested a password reset for your Apples ID (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/14/24 12:28,5/14/24 12:28,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/13/24 18:03,5/13/24 18:03,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/15/24 15:25,5/15/24 15:25,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Electrical and Computer Engrng
,,,,,,5/15/24 21:25,,5/15/24 18:01,5/15/24 18:01,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/14/24 13:19,5/14/24 13:19,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/14/24 20:08,5/14/24 20:08,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/13/24 18:33,5/13/24 18:33,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/13/24 18:31,5/13/24 18:31,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,5/14/24 15:40,,5/14/24 15:18,5/14/24 15:18,Student,,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/15/24 17:37,5/15/24 17:37,Student,,,,,Twitter: Confirm your email address (Link),0.25,46.0773,en,Electrical and Computer Engrng
,,,,,,,,5/15/24 12:34,5/15/24 12:34,Student,,,,,Countdown Timer: You've only got three minutes (Link),0.125,46.0773,en,Electrical and Computer Engrng
,,,,,,2/13/24 21:37,,2/13/24 20:47,2/13/24 20:47,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon: Recent Amazon AWS Outage (Link),0.0869565,46.0773,en,Engineering
,,,,,,2/15/24 13:33,,2/15/24 13:33,2/15/24 13:33,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Instagram: Your video has been removed (Link),0.173913,46.0773,en,Engineering
2/13/24 21:48,,,,,,2/13/24 21:48,,2/13/24 21:23,2/13/24 21:23,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,Safari,16,mac,Amazon: A thank you gift from Jeff Bezos (Link),0.173913,46.0773,en,Engineering
,,,,,,2/15/24 21:01,,2/15/24 14:12,2/15/24 14:12,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0.0869565,46.0773,en,Engineering
,,,,,,2/14/24 14:48,,2/14/24 14:37,2/14/24 14:37,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Apples: You recently requested a password reset for your Apples ID (Link),0.0434783,46.0773,en,Engineering
,,,,,,,,2/14/24 20:17,2/14/24 20:17,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Engineering
,,,,,,,,2/15/24 19:39,2/15/24 19:39,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Engineering
,,,,,,,,3/14/24 19:34,3/14/24 19:34,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.0869565,46.0773,en,Engineering
3/15/24 13:46,,,,,,3/15/24 13:46,,3/15/24 13:46,3/15/24 13:46,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,Safari,17,ios,Amazon: A thank you gift from Jeff Bezos (Link),0.173913,46.0773,en,Engineering
,,,,,,3/15/24 16:31,,3/14/24 19:07,3/14/24 19:07,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0.173913,46.0773,en,Engineering
,,,,,,3/15/24 16:13,,3/15/24 14:17,3/15/24 14:17,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Withdrawal is available (Link),0.0869565,46.0773,en,Engineering
,,,,,,3/15/24 16:53,,3/15/24 14:55,3/15/24 14:55,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.0434783,46.0773,en,Engineering
,,,,,,,,3/14/24 17:15,3/14/24 17:15,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Withdrawal is available (Link),0,46.0773,en,Engineering
,,,,,,,,3/14/24 20:12,3/14/24 20:12,Student,,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Engineering
,,,,,,4/15/24 12:34,,4/15/24 12:14,4/15/24 12:14,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0.0869565,46.0773,en,Engineering
,,,,,,4/15/24 14:52,,4/15/24 14:51,4/15/24 14:52,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.173913,46.0773,en,Engineering
4/16/24 14:50,,,,,,4/16/24 14:51,,4/16/24 14:24,4/16/24 14:24,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,Safari,17,mac,Steam: Malware Alert (Link),0.173913,46.0773,en,Engineering
,,,,,,,,4/16/24 17:10,4/16/24 17:10,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Terra: Let's go to the moon! (QR Code),0.0869565,46.0773,en,Engineering
,,,,,,4/16/24 19:56,,4/16/24 19:55,4/16/24 19:55,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Facebook: Password Change (Link),0.0434783,46.0773,en,Engineering
,,,,,,,,4/17/24 12:08,4/17/24 12:08,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Engineering
,,,,,,,,4/17/24 20:48,4/17/24 20:48,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Engineering
,,,,,,5/14/24 22:40,5/14/24 22:41,5/14/24 20:45,5/14/24 20:45,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Amazon: Recent Amazon AWS Outage (Link),0.0869565,46.0773,en,Engineering
5/13/24 18:06,,,,,,5/13/24 18:05,,5/13/24 18:05,5/13/24 18:05,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,Safari,17,ios,Facebook: Password Change (Link),0.173913,46.0773,en,Engineering
,,,,,,,,5/13/24 18:58,5/13/24 18:58,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.173913,46.0773,en,Engineering
,,,,,,5/15/24 20:39,,5/15/24 20:38,5/15/24 20:38,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Hello All Cat Lovers!!!!! (Link),0.0869565,46.0773,en,Engineering
,,,,,,,,5/14/24 12:03,5/14/24 12:03,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Amazon: Recent Amazon AWS Outage (Link),0.0434783,46.0773,en,Engineering
,,,,,,,,5/13/24 19:16,5/13/24 19:16,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Steam: Malware Alert (Link),0,46.0773,en,Engineering
,,,,,,,,5/13/24 18:29,5/13/24 18:29,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Engineering
,,,,,,,,2/14/24 15:36,2/14/24 15:37,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0.0434783,46.0773,en,English
,,,,,,,,2/14/24 20:25,2/14/24 20:25,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.0434783,46.0773,en,English
,,,,,,2/15/24 14:40,,2/15/24 14:40,2/15/24 14:40,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.130435,46.0773,en,English
,,,,,,2/15/24 16:42,,2/15/24 16:35,2/15/24 16:35,Student,Undergraduate-Transfer-Northfield Campus-College of Liberal Arts,,,,Thank you for your purchase! (Link),0,46.0773,en,English
,,,,,,,,3/13/24 17:24,3/13/24 17:24,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.0434783,46.0773,en,English
,,,,,,,,3/15/24 18:50,3/15/24 18:50,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.0434783,46.0773,en,English
,,,,,,3/14/24 19:22,,3/14/24 19:21,3/14/24 19:21,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Twitter: Confirm your email address (Link),0.130435,46.0773,en,English
,,,,,,3/16/24 15:50,,3/15/24 19:39,3/15/24 19:39,Student,Undergraduate-Transfer-Northfield Campus-College of Liberal Arts,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,English
,,,,,,,,4/16/24 14:18,4/16/24 14:18,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Amazon: Work for Amazon Remotely (Link),0.0434783,46.0773,en,English
,,,,,,,,4/16/24 16:40,4/16/24 16:40,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0.0434783,46.0773,en,English
,,,,,,4/15/24 20:00,,4/15/24 20:00,4/15/24 20:00,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Instagram: Your video has been removed (Link),0.130435,46.0773,en,English
,,,,,,,,4/16/24 14:57,4/16/24 14:57,Student,Undergraduate-Transfer-Northfield Campus-College of Liberal Arts,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,English
,,,,,,,,5/15/24 12:34,5/15/24 12:34,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0.0434783,46.0773,en,English
,,,,,,,,5/13/24 18:16,5/13/24 18:16,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Twitter: Confirm your email address (Link),0.0434783,46.0773,en,English
,,,,,,5/15/24 14:10,,5/15/24 13:25,5/15/24 13:25,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Hello All Cat Lovers!!!!! (Link),0.130435,46.0773,en,English
,,,,,,5/14/24 16:12,,5/14/24 16:11,5/14/24 16:11,Student,Undergraduate-Transfer-Northfield Campus-College of Liberal Arts,,,,Thank you for your purchase! (Link),0,46.0773,en,English
,,,,,,2/15/24 14:23,,2/15/24 13:04,2/15/24 13:04,Student,Undergraduate-Readmitted Student-Northfield Campus-College Science - Mathematics,,,,Facebook: Password Change (Link),0.125,46.0773,en,Environmental Science
,,,,,,,,2/14/24 15:33,2/14/24 15:33,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,My Retirement Investments Statement (Link),0.173913,46.0773,en,Environmental Science
,,,,,,,,2/14/24 21:01,2/14/24 21:01,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.130435,46.0773,en,Environmental Science
,,,,,,,,2/14/24 20:39,2/14/24 20:39,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Environmental Science
,,,,,,,,2/14/24 21:28,2/14/24 21:28,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Zelle: We declined your last transaction (Link),0.173913,46.0773,en,Environmental Science
,,,,,,2/14/24 18:24,,2/14/24 18:24,2/14/24 18:24,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.0555556,46.0773,en,Environmental Science
,,,,,,,,2/14/24 14:10,2/14/24 14:10,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0.0869565,46.0773,en,Environmental Science
,,,,,,2/13/24 18:32,,2/13/24 17:37,2/13/24 17:43,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Instagram: Your video has been removed (Link),0.0434783,46.0773,en,Environmental Science
,,,,,,,,2/13/24 21:17,2/13/24 21:17,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Zelle: We declined your last transaction (Link),0.0869565,46.0773,en,Environmental Science
,,,,,,,,2/13/24 21:54,2/13/24 21:54,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Environmental Science
,,,,,,,,2/14/24 17:14,2/14/24 17:19,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Environmental Science
,,,,,,2/14/24 18:29,,2/14/24 18:27,2/14/24 18:27,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: A thank you gift from Jeff Bezos (Link),0,46.0773,en,Environmental Science
,,,,,,2/14/24 17:16,2/14/24 17:16,2/14/24 17:05,2/14/24 17:15,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Environmental Science
,,,,,,,,2/14/24 14:31,2/14/24 14:31,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.0434783,46.0773,en,Environmental Science
,,,,,,2/14/24 15:07,,2/14/24 15:06,2/14/24 15:06,Student,Undergraduate-Transfer-Northfield Campus-College Science - Mathematics,,,,Withdrawal is available (Link),0.0869565,46.0773,en,Environmental Science
,,,,,,2/15/24 15:29,,2/15/24 14:47,2/15/24 14:47,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Facebook: Password Change (Link),0,46.0773,en,Environmental Science
,,,,,,2/14/24 19:01,,2/14/24 18:11,2/14/24 18:21,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Environmental Science
,,,,,,,,2/14/24 18:58,2/14/24 18:58,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.0869565,46.0773,en,Environmental Science
,,,,,,2/14/24 13:04,,2/13/24 17:58,2/13/24 17:58,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Environmental Science
,,,,,,,,2/14/24 14:49,2/14/24 14:49,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0.0454545,46.0773,en,Environmental Science
,,,,,,,,2/13/24 20:12,2/13/24 20:12,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Withdrawal is available (Link),0.0434783,46.0773,en,Environmental Science
,,,,,,,,2/15/24 20:04,2/15/24 20:04,Student,Undergraduate-Transfer-Northfield Campus-College Science - Mathematics,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0.0869565,46.0773,en,Environmental Science
